District,Taluk,Area,DemandProducts,Cost_of_Living,Population,Avg_Income,Competition_Index,Footfall_Potential,AvgRent2BHK,MetroAccess,CrimeReportedCitywide,CrimeDetectedCitywide,AgeGroup
Bangalore Rural,Hoskote,Nandagudi Market 5,"Agriculture, Nurseries, Grocery",39029,44596,70267,8,2413,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Hoskote,Narasapura Industrial Area 5,"Industrial, Machinery, Hardware",79201,446390,31843,8,9806,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Hoskote,Malur Road Belt Layout 5,"Transport, Warehousing, Restaurants",52265,346250,38952,1,1331,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Hoskote,Anugondanahalli Main Road 5,"Agriculture, Nurseries, Grocery",63872,483183,68798,9,9937,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Hoskote,Sulibele Extension 6,"Agriculture, Grocery, Pharmacy",66197,79182,48160,6,5931,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Hoskote,Muthasandra Stage 6,"Agriculture, Grocery, Nurseries",75180,369307,59898,9,3099,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Hoskote,Konduru Phase 6,"Agriculture, Grocery, Pharmacy",43710,321454,65939,3,3540,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Hoskote,Hattaruru Block 6,"Agriculture, Grocery, Nurseries",49486,338232,44516,3,4156,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Hoskote,Kurubarahalli (Hoskote) Cross 6,"Agriculture, Grocery, Pharmacy",91907,148803,71526,6,405,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Hoskote,Avalahalli (Hoskote) Market 6,"Real Estate, Grocery, Restaurants",91895,159978,25449,9,1789,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Hoskote,Jadigenahalli Industrial Area 6,"Agriculture, Grocery, Pharmacy",84435,319058,65290,7,9809,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Hoskote,Doddaballapur Road Belt Layout 6,"Transport, Warehousing, Restaurants",60631,392494,76152,3,4017,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Hoskote,Begur (Hoskote) Main Road 6,"Agriculture, Grocery, Pharmacy",40103,65379,36125,3,7180,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Hoskote,Attibele Road Fringe Extension 7,"Transport, Warehousing, Hardware",84772,491828,22418,2,8711,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Hoskote,Mallarabanawadi Stage 7,"Agriculture, Grocery, Pharmacy",34382,265900,37746,9,3036,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Hoskote,Koralur Phase 7,"Agriculture, Grocery, Nurseries",104291,278517,17454,3,3962,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Hoskote,Chokkasandra (Hoskote) Block 7,"Agriculture, Grocery, Pharmacy",23756,450866,73810,5,9742,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Hoskote,Thimmasandra (Hoskote) Cross 7,"Agriculture, Grocery, Nurseries",40609,460097,67826,9,5749,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Hoskote,Muthkur Market 7,"Agriculture, Grocery, Pharmacy",36478,328557,32761,8,3361,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Hoskote,Hoskote Town Industrial Area 7,"Transport, Warehousing, Restaurants",59666,157084,30223,2,9456,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Hoskote,Nandagudi Layout 7,"Agriculture, Nurseries, Grocery",95683,201187,21701,3,1919,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Hoskote,Narasapura Main Road 7,"Industrial, Machinery, Hardware",119097,289295,17597,2,1442,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Hoskote,Malur Road Belt Extension 8,"Transport, Warehousing, Restaurants",91315,77716,15141,8,5660,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Hoskote,Anugondanahalli Stage 8,"Agriculture, Nurseries, Grocery",97834,375891,17659,6,2326,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Hoskote,Sulibele Phase 8,"Agriculture, Grocery, Pharmacy",34153,243725,35980,6,1179,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Hoskote,Muthasandra Block 8,"Agriculture, Grocery, Nurseries",96325,187450,24031,9,4306,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Hoskote,Konduru Cross 8,"Agriculture, Grocery, Pharmacy",32999,193724,30037,8,6380,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Hoskote,Hattaruru Market 8,"Agriculture, Grocery, Nurseries",75318,223502,75962,4,7335,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Hoskote,Kurubarahalli (Hoskote) Industrial Area 8,"Agriculture, Grocery, Pharmacy",20814,164539,61738,4,913,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Hoskote,Avalahalli (Hoskote) Layout 8,"Real Estate, Grocery, Restaurants",96077,444226,53429,9,5189,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Hoskote,Jadigenahalli Main Road 8,"Agriculture, Grocery, Pharmacy",110474,141999,21142,1,2131,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Hoskote,Doddaballapur Road Belt Extension 9,"Transport, Warehousing, Restaurants",22443,134793,27109,2,8614,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Hoskote,Begur (Hoskote) Stage 9,"Agriculture, Grocery, Pharmacy",95993,467907,37010,2,9195,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Hoskote,Attibele Road Fringe Phase 9,"Transport, Warehousing, Hardware",95916,477373,23787,6,9833,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Hoskote,Mallarabanawadi Block 9,"Agriculture, Grocery, Pharmacy",93319,390321,57864,4,6011,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Hoskote,Koralur Cross 9,"Agriculture, Grocery, Nurseries",37368,32289,23472,3,2753,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Hoskote,Chokkasandra (Hoskote) Market 9,"Agriculture, Grocery, Pharmacy",35328,196048,64575,3,3440,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Hoskote,Thimmasandra (Hoskote) Industrial Area 9,"Agriculture, Grocery, Nurseries",76942,194668,38383,3,7976,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Hoskote,Muthkur Layout 9,"Agriculture, Grocery, Pharmacy",111751,436387,76709,6,1241,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Hoskote,Hoskote Town Main Road 9,"Transport, Warehousing, Restaurants",119131,251513,19249,8,9141,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Hoskote,Nandagudi Extension 10,"Agriculture, Nurseries, Grocery",47306,277368,62717,7,8658,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Hoskote,Narasapura Stage 10,"Industrial, Machinery, Hardware",105451,106365,49518,4,2997,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Hoskote,Malur Road Belt Phase 10,"Transport, Warehousing, Restaurants",59915,250662,68909,4,9381,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Hoskote,Anugondanahalli Block 10,"Agriculture, Nurseries, Grocery",57219,396158,33351,2,4141,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Hoskote,Sulibele Cross 10,"Agriculture, Grocery, Pharmacy",100879,195211,19088,1,2138,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Hoskote,Muthasandra Market 10,"Agriculture, Grocery, Nurseries",84644,199785,68330,9,4370,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Hoskote,Konduru Industrial Area 10,"Agriculture, Grocery, Pharmacy",80279,442950,71941,2,4783,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Hoskote,Hattaruru Layout 10,"Agriculture, Grocery, Nurseries",73028,92588,30282,8,594,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Hoskote,Kurubarahalli (Hoskote) Main Road 10,"Agriculture, Grocery, Pharmacy",20126,83646,34330,9,7216,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Nelamangala,Nelamangala Town,"Transport, Warehousing, Restaurants",72329,285798,57409,4,1884,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Nelamangala,Arsikere,"Agriculture, Grocery, Pharmacy",47632,300887,36778,8,3610,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Nelamangala,Madanayakanahalli,"Industrial, Hardware, Transport",85310,330512,39264,9,3886,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Nelamangala,Thyamagondlu,"Transport, Warehousing, Restaurants",75176,241097,74675,5,5366,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Nelamangala,Adakamaranahalli,"Industrial, Hardware, Grocery",106066,225244,20075,7,9290,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Nelamangala,Tavarekere,"Agriculture, Nurseries, Grocery",64327,419657,25412,4,5528,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Nelamangala,Seegehalli,"Agriculture, Grocery, Pharmacy",88904,139735,63454,1,6781,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Nelamangala,Manjunath Nagar (Nelamangala),"Grocery, Pharmacy, Cafe",23797,175683,43365,3,6993,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Nelamangala,Basavanahalli,"Agriculture, Grocery, Pharmacy",67882,402035,22230,5,9743,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Nelamangala,Binnamangala,"Industrial, Hardware, Grocery",33718,127971,63200,3,4758,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Nelamangala,Dasanapura,"Industrial, Warehousing, Hardware",54560,32149,26002,7,7182,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Nelamangala,Bairegowdanahalli,"Agriculture, Grocery, Pharmacy",96589,382246,28947,9,6969,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Nelamangala,Arashinakunte,"Industrial, Hardware, Transport",42116,341333,28686,6,7707,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Nelamangala,Dubasipalya,"Agriculture, Grocery, Pharmacy",56244,258976,44304,1,7769,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Nelamangala,Chandapura (Nelamangala),"Agriculture, Grocery, Nurseries",21645,434891,65683,7,6319,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Nelamangala,Gonighattapura,"Agriculture, Grocery, Pharmacy",67523,353175,28074,3,4634,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Nelamangala,Hasurahalli,"Agriculture, Grocery, Pharmacy",39256,62668,67142,5,6079,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Nelamangala,Ittamadu (Nelamangala),"Agriculture, Grocery, Nurseries",73173,426889,71307,4,8990,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Nelamangala,Kerekodi,"Agriculture, Grocery, Pharmacy",57430,489882,19493,5,1412,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Nelamangala,Tubagere (Nelamangala),"Agriculture, Grocery, Nurseries",59282,108204,73487,5,3062,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Nelamangala,Nelamangala Town Extension 1,"Transport, Warehousing, Restaurants",83374,231830,65085,6,3038,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Nelamangala,Arsikere Stage 1,"Agriculture, Grocery, Pharmacy",88244,216501,49228,6,3297,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Nelamangala,Madanayakanahalli Phase 1,"Industrial, Hardware, Transport",31694,436885,29140,8,5396,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Nelamangala,Thyamagondlu Block 1,"Transport, Warehousing, Restaurants",76264,185140,66875,8,7304,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Nelamangala,Adakamaranahalli Cross 1,"Industrial, Hardware, Grocery",95060,239861,46655,9,5830,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Nelamangala,Tavarekere Market 1,"Agriculture, Nurseries, Grocery",117416,160507,58472,8,226,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Nelamangala,Seegehalli Industrial Area 1,"Agriculture, Grocery, Pharmacy",77545,245160,64437,2,5702,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Nelamangala,Manjunath Nagar (Nelamangala) Layout 1,"Grocery, Pharmacy, Cafe",59224,203321,64416,1,1291,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Nelamangala,Basavanahalli Main Road 1,"Agriculture, Grocery, Pharmacy",117945,57384,74711,2,2739,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Nelamangala,Binnamangala Extension 2,"Industrial, Hardware, Grocery",33224,101929,21816,2,1466,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Nelamangala,Dasanapura Stage 2,"Industrial, Warehousing, Hardware",60738,410103,26639,3,9311,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Nelamangala,Bairegowdanahalli Phase 2,"Agriculture, Grocery, Pharmacy",45150,96153,79307,7,6553,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Nelamangala,Arashinakunte Block 2,"Industrial, Hardware, Transport",83731,255128,62192,2,6771,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Nelamangala,Dubasipalya Cross 2,"Agriculture, Grocery, Pharmacy",69688,95388,61733,1,6783,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Nelamangala,Chandapura (Nelamangala) Market 2,"Agriculture, Grocery, Nurseries",119929,51401,77666,6,4639,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Nelamangala,Gonighattapura Industrial Area 2,"Agriculture, Grocery, Pharmacy",93509,222903,44492,9,8976,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Nelamangala,Hasurahalli Layout 2,"Agriculture, Grocery, Pharmacy",28577,139503,65914,3,2987,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Nelamangala,Ittamadu (Nelamangala) Main Road 2,"Agriculture, Grocery, Nurseries",28070,252601,26240,6,9754,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Nelamangala,Kerekodi Extension 3,"Agriculture, Grocery, Pharmacy",28666,147834,47698,3,4186,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Nelamangala,Tubagere (Nelamangala) Stage 3,"Agriculture, Grocery, Nurseries",77761,54084,41957,1,2361,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Nelamangala,Nelamangala Town Phase 3,"Transport, Warehousing, Restaurants",56368,271459,74613,5,4280,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Nelamangala,Arsikere Block 3,"Agriculture, Grocery, Pharmacy",26783,130641,47808,4,2941,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Nelamangala,Madanayakanahalli Cross 3,"Industrial, Hardware, Transport",61914,125111,20827,7,6140,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Nelamangala,Thyamagondlu Market 3,"Transport, Warehousing, Restaurants",90507,469042,47762,6,3660,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Nelamangala,Adakamaranahalli Industrial Area 3,"Industrial, Hardware, Grocery",99026,449667,23259,7,4858,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Nelamangala,Tavarekere Layout 3,"Agriculture, Nurseries, Grocery",87526,158299,65139,5,726,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Nelamangala,Seegehalli Main Road 3,"Agriculture, Grocery, Pharmacy",90835,182982,78239,4,5114,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Nelamangala,Manjunath Nagar (Nelamangala) Extension 4,"Grocery, Pharmacy, Cafe",65765,318185,29849,7,1475,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Nelamangala,Basavanahalli Stage 4,"Agriculture, Grocery, Pharmacy",39956,371064,31232,7,1281,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Nelamangala,Binnamangala Phase 4,"Industrial, Hardware, Grocery",107895,347825,55572,6,5808,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Nelamangala,Dasanapura Block 4,"Industrial, Warehousing, Hardware",66240,254386,39173,8,590,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Nelamangala,Bairegowdanahalli Cross 4,"Agriculture, Grocery, Pharmacy",57148,363715,69869,4,3829,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Nelamangala,Arashinakunte Market 4,"Industrial, Hardware, Transport",114270,216553,76352,5,6074,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Nelamangala,Dubasipalya Industrial Area 4,"Agriculture, Grocery, Pharmacy",24757,481792,78095,4,3634,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Nelamangala,Chandapura (Nelamangala) Layout 4,"Agriculture, Grocery, Nurseries",39097,280337,67350,1,3396,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Nelamangala,Gonighattapura Main Road 4,"Agriculture, Grocery, Pharmacy",30395,147556,20374,8,2040,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Nelamangala,Hasurahalli Extension 5,"Agriculture, Grocery, Pharmacy",36241,215246,36174,1,5114,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Nelamangala,Ittamadu (Nelamangala) Stage 5,"Agriculture, Grocery, Nurseries",47696,46160,38567,5,1982,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Nelamangala,Kerekodi Phase 5,"Agriculture, Grocery, Pharmacy",90480,266242,50292,6,5008,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Nelamangala,Tubagere (Nelamangala) Block 5,"Agriculture, Grocery, Nurseries",66163,37633,24277,6,3087,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Nelamangala,Nelamangala Town Cross 5,"Transport, Warehousing, Restaurants",39816,299158,46600,5,5685,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Nelamangala,Arsikere Market 5,"Agriculture, Grocery, Pharmacy",69840,362676,66631,3,3259,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Nelamangala,Madanayakanahalli Industrial Area 5,"Industrial, Hardware, Transport",72853,69104,24885,5,4630,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Nelamangala,Thyamagondlu Layout 5,"Transport, Warehousing, Restaurants",44917,454837,74659,8,781,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Nelamangala,Adakamaranahalli Main Road 5,"Industrial, Hardware, Grocery",116731,359375,69306,2,5354,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Nelamangala,Tavarekere Extension 6,"Agriculture, Nurseries, Grocery",41566,88388,15778,6,1173,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Nelamangala,Seegehalli Stage 6,"Agriculture, Grocery, Pharmacy",95452,36014,44165,9,2487,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Nelamangala,Manjunath Nagar (Nelamangala) Phase 6,"Grocery, Pharmacy, Cafe",82823,112578,73929,8,2793,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Nelamangala,Basavanahalli Block 6,"Agriculture, Grocery, Pharmacy",40806,184827,16492,8,9662,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Nelamangala,Binnamangala Cross 6,"Industrial, Hardware, Grocery",95520,60390,45462,8,4440,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Nelamangala,Dasanapura Market 6,"Industrial, Warehousing, Hardware",21759,305855,64812,7,2256,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Nelamangala,Bairegowdanahalli Industrial Area 6,"Agriculture, Grocery, Pharmacy",61949,111658,65500,8,8066,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Nelamangala,Arashinakunte Layout 6,"Industrial, Hardware, Transport",112374,77993,28615,6,2680,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Nelamangala,Dubasipalya Main Road 6,"Agriculture, Grocery, Pharmacy",22482,225768,73643,2,7357,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Nelamangala,Chandapura (Nelamangala) Extension 7,"Agriculture, Grocery, Nurseries",44442,178285,59900,2,2259,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Nelamangala,Gonighattapura Stage 7,"Agriculture, Grocery, Pharmacy",53719,266860,57946,8,6872,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Nelamangala,Hasurahalli Phase 7,"Agriculture, Grocery, Pharmacy",78066,471000,22851,1,1727,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Nelamangala,Ittamadu (Nelamangala) Block 7,"Agriculture, Grocery, Nurseries",113501,289565,31288,6,8319,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Nelamangala,Kerekodi Cross 7,"Agriculture, Grocery, Pharmacy",22079,238008,22156,6,7180,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Nelamangala,Tubagere (Nelamangala) Market 7,"Agriculture, Grocery, Nurseries",22717,37727,17044,4,2085,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Nelamangala,Nelamangala Town Industrial Area 7,"Transport, Warehousing, Restaurants",79676,394562,22368,3,9813,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Nelamangala,Arsikere Layout 7,"Agriculture, Grocery, Pharmacy",47952,24358,34900,3,8588,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Nelamangala,Madanayakanahalli Main Road 7,"Industrial, Hardware, Transport",106444,347252,45600,1,2281,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Nelamangala,Thyamagondlu Extension 8,"Transport, Warehousing, Restaurants",62460,277681,61403,3,2396,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Nelamangala,Adakamaranahalli Stage 8,"Industrial, Hardware, Grocery",110397,114018,40634,4,7264,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Nelamangala,Tavarekere Phase 8,"Agriculture, Nurseries, Grocery",92847,406601,24168,5,2697,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Nelamangala,Seegehalli Block 8,"Agriculture, Grocery, Pharmacy",113607,445333,35961,3,1001,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Nelamangala,Manjunath Nagar (Nelamangala) Cross 8,"Grocery, Pharmacy, Cafe",109106,314054,64879,6,6160,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Nelamangala,Basavanahalli Market 8,"Agriculture, Grocery, Pharmacy",38449,146888,74871,5,9390,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Nelamangala,Binnamangala Industrial Area 8,"Industrial, Hardware, Grocery",53536,249104,59096,3,1777,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Nelamangala,Dasanapura Layout 8,"Industrial, Warehousing, Hardware",84077,337898,61087,6,2981,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Nelamangala,Bairegowdanahalli Main Road 8,"Agriculture, Grocery, Pharmacy",58258,213510,38852,6,5722,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Nelamangala,Arashinakunte Extension 9,"Industrial, Hardware, Transport",68302,129847,48110,8,8152,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Nelamangala,Dubasipalya Stage 9,"Agriculture, Grocery, Pharmacy",48865,442587,47174,2,1478,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Nelamangala,Chandapura (Nelamangala) Phase 9,"Agriculture, Grocery, Nurseries",26645,464717,49215,1,1348,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Nelamangala,Gonighattapura Block 9,"Agriculture, Grocery, Pharmacy",58000,474162,41955,4,5750,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Nelamangala,Hasurahalli Cross 9,"Agriculture, Grocery, Pharmacy",46737,320611,21581,7,6179,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Nelamangala,Ittamadu (Nelamangala) Market 9,"Agriculture, Grocery, Nurseries",31485,430841,59619,3,9556,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Nelamangala,Kerekodi Industrial Area 9,"Agriculture, Grocery, Pharmacy",58565,316037,21317,3,7136,,No,12627,3603 (28.5%),25-44
